,r2s,RMSEs,r2s_train,RMSEs_train,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,0.17134566018127362,0.9969886786240869,0.8642120660033505,0.36353175305959706,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
1,0.011586254720110878,1.2674946965072476,0.8733753940109967,0.3425007667434651,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
2,0.14795937211858212,0.9681155284684274,0.8682794951982464,0.36074699986647407,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
3,0.17676017297368574,0.9882622107881324,0.8703261200800346,0.35544286185795354,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
4,-0.22413786545284853,0.8401827298399439,0.8788519892308425,0.3532875120973343,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
5,-0.21840486099278578,1.0218377638901124,0.8836033175806366,0.3405735340930384,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
6,-0.516243861872824,0.563095254769024,0.8782614497235006,0.3615701944578781,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
7,-2.3719927394533378,0.7413204252140128,0.8668682435270638,0.37366730398261677,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
8,0.23623387978089105,0.9467230665863268,0.871503966191096,0.3551115236188684,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
9,-0.17803907673527597,1.01128420977148,0.8712668683443966,0.357916303209847,Random_Forest,SNPs,-,320300,-0.2764933064732529,0.9345304564458794,0.8726548909890165,0.35643487529870727,1.517709551500046,0.36763534935363223,0.011738379773893831,0.019079856930861408
