,r2s,RMSEs,r2s_train,RMSEs_train,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train
0,-0.11405279367611487,0.9900970603661322,0.8664851384289751,0.3678278022498478,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
1,-0.17680630447407175,1.0049166718346207,0.8624387044097462,0.37379926367646044,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
2,0.033517285784262385,1.056841377583192,0.8493163258800429,0.382754665951242,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
3,-0.07971176267725788,0.9907870522609216,0.8540983764384061,0.38248545636299935,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
4,0.00923506556129361,0.9790659301001328,0.8560552717019577,0.37928521162923395,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
5,-0.828730466813943,1.0567076220653329,0.8592595008375804,0.377351055678632,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
6,-0.11332697686697712,0.9951680267587023,0.8559947733332927,0.3816752786434421,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
7,-0.0066343767149872335,1.2347751721988387,0.8575617197982429,0.3665183657817467,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
8,-0.06921466324787806,0.8788887895156571,0.8608600699188882,0.37851145051717316,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
9,0.03521606396416532,1.004780189086386,0.8551421034580488,0.3796467489463034,Random_Forest,SNPs,-,331484,-0.13105089291615085,1.0192027891769917,0.8577211984205181,0.3769855299437081,0.5000454093528212,0.1768085691754888,0.009410724936496176,0.01139006282819119
