,r2s,RMSEs,r2s_train,RMSEs_train,lambda_pen,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train,alpha
0,0.3571656365822521,0.7187043683772616,1.0,2.2638785325127823e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
1,0.8479407449705972,0.3902520276112602,1.0,2.683784851065822e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
2,0.5356116529377701,0.6819921812125131,1.0,2.479007670108918e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
3,0.5790841630722607,0.6195734909062706,1.0,2.517221736223734e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
4,0.23654722995633692,0.7897686516670664,1.0,2.5037578193354454e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
5,0.6170374389383388,0.5909807760357937,1.0,2.5279485164707765e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
6,0.5502231483405868,0.6404625566094496,0.9963393844209077,0.06078776690161584,3325.256730079651,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
7,0.6195406418783758,0.6862180109147296,1.0,2.6207635025655296e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
8,0.5153468630180408,0.751224452784938,1.0,2.3678404231132737e-13,1.1909494892268811e-08,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
9,0.6449200113969926,0.6430093685862877,0.9961646271998869,0.06132080195083565,3325.256730079651,Ridge,SNPs,-,358874,0.5503417531091552,0.651218588470557,0.9992504011620794,0.012210856885444791,0.32325067605554936,0.21554082821727372,0.0030984264800844943,0.050456384295214915,
0,0.2985010722261122,0.7507826850588507,0.9338489015475402,0.2598505586315042,0.017341529915832612,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
1,0.7639641397075726,0.48621430655298725,0.9999712832710856,0.005358335148979458,0.0003007286598217175,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
2,0.47789799834319824,0.7231300647418479,0.9325327744388698,0.25972204596143356,0.017341529915832612,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
3,0.5217262127620879,0.6604401755023406,0.9833342925297074,0.12970329372801853,0.0077073466292589396,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
4,0.15514967110205358,0.8308042172836277,0.9922850427168786,0.08866428919043894,0.005138231086172626,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
5,0.5309223776043837,0.6540599429729365,0.9829950572262074,0.13101671767652648,0.0077073466292589396,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
6,0.41773019224146624,0.7287143641309108,0.9996777975862678,0.01803447575772677,0.0010149592268982965,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
7,0.5304574510911999,0.7623342880878143,0.9996596683450708,0.018174894909443358,0.0010149592268982965,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
8,0.4978897845429675,0.7646342205034812,0.9834960164440161,0.127203313708172,0.0077073466292589396,Lasso,SNPs,-,358874,0.4784076523574366,0.7052200291844988,0.9733319907108389,0.13079535749560453,0.32154773482915266,0.18281435068479676,0.059386569805527104,0.2020481742716389,
