,r2s,RMSEs,r2s_train,RMSEs_train,lambda_pen,Model_Name,feature_represenation,variance_maintained,Dimentionality,r2_summary,RMSE_summary,r2_train,RMSE_train,standard_error_r2,standard_error_RMSE,standard_error_r2_train,standard_error_RMSE_train,alpha
0,0.2894913795183701,1.005812064018929,0.960192648328519,0.19445526496456372,2216.8378200531006,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
1,0.1272496496641009,0.7201111292217593,0.8851313943584048,0.34640189700635843,4987.885095119476,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
2,0.3632368429758689,1.0532187386129024,0.8760693096175803,0.33642062640399345,4987.885095119476,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
3,0.40462738786654917,0.6357950041685437,0.9245685049189776,0.27941341995909313,3325.256730079651,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
4,0.3914085820258172,0.7520800282000945,0.9273655737624472,0.27051887414367864,3325.256730079651,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
5,0.2852623638001228,0.5547653435659045,0.9257755327656145,0.27977661486082567,3325.256730079651,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
6,0.368695261091587,0.846763406649277,0.8816036893761461,0.3414429751836384,4987.885095119476,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
7,0.33094187692782995,0.8496764192899188,0.9248216382235175,0.27284023006228,3325.256730079651,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
8,0.16858830404826008,0.8835236616093248,0.885533329984491,0.3391798473422676,4987.885095119476,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
9,0.41501968819181034,0.7137508654882309,0.8787818974793502,0.3504288175304797,4987.885095119476,Ridge,SNPs,-,56566,0.31445213361103164,0.8015496660824885,0.9069843518815048,0.30108785674571786,0.19332263549742473,0.30734863226731096,0.05680616345223044,0.09874346855658288,
0,0.19793151217816884,1.0686559091458245,0.6138210065336107,0.6056648734169747,0.03901844231062338,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
1,0.047624230896405884,0.7522439016911078,0.6223826181229479,0.6280664218354753,0.03901844231062338,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
2,0.24996970004270003,1.1430599751949857,0.570658883223985,0.6261731212680718,0.03901844231062338,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
3,0.32905633907268383,0.674940846341167,0.6165555794420483,0.6299732584190882,0.03901844231062338,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
4,0.33519151093535116,0.7860486428715261,0.7608283074528099,0.49088663112534725,0.02601229487374892,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
5,0.19632436812326148,0.5882695880365849,0.6193428751472552,0.6335849435083322,0.03901844231062338,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
6,0.24677455517743552,0.9249218689319066,0.5965058412417981,0.6303296310553366,0.03901844231062338,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
7,0.32361277697033275,0.8543175721148165,0.5997776142426287,0.6295245430543807,0.03901844231062338,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
8,0.08464775153229953,0.9270523226156892,0.763184964344983,0.48785993362290636,0.02601229487374892,Lasso,SNPs,-,56566,0.23374520844719324,0.8485465287634677,0.6362148168030941,0.5999356518271873,0.20243712464984384,0.33638773975002617,0.13324503938342666,0.11539175685551907,
