accession_id,phenotype_value
5719,254.812078756734
5837,181.341529921226
6043,87.4219335643907
6730,182.13593609575
6897,103.057547856857
6898,273.822856348412
6899,171.370167202932
6900,89.8787400486829
6901,183.080769577054
6903,195.517806300577
6904,82.75752415475
6906,167.686529681935
6907,210.283097452876
6909,174.398473382419
6911,244.445335389094
6913,307.14198940376
6914,125.761593987635
6915,199.857599322171
6916,362.767978156577
6917,95.1291066384225
6919,272.103197734378
6920,301.097616239601
6921,304.96532727328
6922,85.7875766665705
6923,94.4299234070929
6924,130.127060595263
6926,102.689933100313
6928,121.120681621255
6929,102.819043881089
6930,91.6299027743364
6931,105.679635190552
6932,88.8508888820993
6933,141.339112761651
6936,91.8935283756929
6937,97.798892818707
6939,85.7633794792382
6940,111.526845398133
6942,91.3905336918787
6943,99.5989476085479
6944,96.711799588118
6945,152.180246631556
6951,128.482767242969
6956,82.7100430186272
6958,120.725366585904
6959,84.0566965072925
6960,81.7746506402786
6961,107.140806317296
6962,94.145721005937
6963,101.611323386391
6966,97.010909353902
6967,105.720541060033
6968,129.601991269429
6970,117.485758901869
6971,118.37626125649
6972,89.7894759356237
6973,120.356534077555
6975,106.121533792057
6976,99.5985453844606
6978,96.7539618528181
6979,119.190221688673
6980,110.263846803287
6981,122.630944218481
6982,110.328263263417
6984,144.747934864334
6985,146.410695381665
6988,298.833019310261
6992,202.088258093997
7003,215.962478874776
7033,238.914243949805
7067,232.698374380133
7125,329.093926465988
7161,217.370946000803
7162,128.866836240398
7177,85.151650609556
7183,146.069650228963
7217,84.9569622295115
7282,108.792456319592
7288,138.912005459845
7296,94.7148503351613
7322,115.914009635304
7328,158.863709071879
7340,69.9961003377971
7347,100.8816235834
7349,115.182491257514
7383,117.387341335652
7416,122.183863082938
7438,137.300780473482
7514,80.5507605871384
7515,115.68195155602
7516,121.803963829589
7520,89.46690375244
7521,98.8725579650753
7522,128.165824088084
7523,120.061359371803
7524,97.9906157173567
7525,107.308959083729
7526,92.0804075595647
8213,87.6578731352171
8214,74.8877773937588
8215,289.781208948975
8243,92.235689800722
8290,290.835966974472
8297,191.994155899069
8314,111.403658749683
8323,99.4734018839678
8325,86.4317324755519
8343,99.6618293276205
8351,78.5317289122293
8353,115.533440436687
8354,133.731759210759
8378,117.837835844363
8387,89.5957009703829
8419,113.006956183112
10022,159.071821238684
