species,phenotype_id,name,doi,study,scoring,source,type,growth_conditions,integration_date,number_replicates,to_term,to_name,to_definition,to_comment,to_source_acronym,to_source_name,to_source_url,eo_term,eo_name,eo_definition,eo_comment,eo_source_acronym,eo_source_name,eo_source_url,uo_term,uo_name,uo_definition,uo_comment,uo_source_acronym,uo_source_name,uo_source_url,num_values
Arabidopsis thaliana (NCBI: 3702),699,Inter-specific pollination of Arabidopsis thaliana and Malcolmia littorea,10.21958/phenotype:699,Inter-specific pollination of Arabidopsis thaliana and Malcolmia littorea,Values indicate arbitrary compatibility scores based on the numbers of pollen tubes in the styles: 1: No tubes observed; 2: 1–19 tubes; 3: 20–39 tubes; 4: 40–59 tubes; 5: ≥60 tubes.,,0,"Plant materials were grown in mixed soil in a growth chamber under controlled conditions (light intensity 120–150 µmol m-2s-1, 14-h light/10-h dark cycle at 22 ± 2°C).",2019-05-09T09:49:23.896000Z,0,TO:0000036,hybrid incompatibility,,,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000189,count unit,"""A dimensionless unit which denotes a simple count of things."" [MGED:MGED]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
