,test_index,y_pred,y_true
0,6,-0.3299021,0.12559635007683342
1,9,-0.108718336,-0.18158261790048963
2,19,-0.124997556,0.17061437141088756
3,24,-0.057904482,0.04339950806431903
4,30,-0.07718438,-0.3462486853413753
5,45,0.17957151,-0.6753937556653099
6,60,-0.16276413,0.8368939619619304
7,73,-0.2767461,-1.1203412117409965
8,77,-8.255243e-05,-1.1203412117409965
9,96,-0.06678003,-0.8660259741399837
10,104,-0.21423072,-0.30466805139658154
11,109,-0.41559237,0.2398745934947246
12,120,0.31631368,-0.3251666444452255
13,136,0.43470776,-0.5289653866913554
14,139,0.24516064,-0.05486280920600793
15,143,-0.12205607,-0.5578608872620998
16,159,0.4264493,-0.1805098036445086
17,170,-0.34546405,-0.49906280321260715
18,180,-0.050014436,0.05432070078738514
19,186,-0.16717833,-0.2221411185928831
20,190,-0.1099295,-0.6199346945967841
21,205,-0.032929778,0.0714314267800677
22,208,0.71205485,0.3116120025061134
23,224,-0.35211617,-0.1941668736793544
24,239,-0.11728579,0.8043156497912478
25,252,0.17631608,-0.23573123905557175
26,259,-0.32742828,-0.5152600289358651
27,10,-0.0671677,-0.3425226987254218
28,15,-0.35344452,-0.8314787287211717
29,18,-0.24001557,-0.8802620267990616
30,25,-0.03051424,-0.28592016160231976
31,33,-0.24810451,-0.7012046310777365
32,46,-0.16491932,-0.3049863004731976
33,79,-0.13536143,-1.0796284809897267
34,84,-0.029388249,2.5533118699392525
35,97,-0.31199867,-0.507444727536526
36,111,0.29929024,0.007342566340110785
37,113,0.45605716,1.4834928914856844
38,114,-0.240861,-1.1203412117409965
39,126,0.30914316,-0.3351262074514428
40,132,-0.04558736,-0.423254381557481
41,140,0.099065125,-0.07402214222665163
42,158,-0.13884789,1.8311407487358018
43,167,-0.047252834,0.4927948253211094
44,168,0.07574111,1.521392977617205
45,173,-0.103550255,-0.2284849826406977
46,177,0.007911742,-0.25139019674146196
47,178,-0.32111198,-0.9810883222755243
48,195,-0.15255946,-0.4651770823004562
49,213,-0.048154652,0.5917489116716357
50,221,-0.07508731,1.0609666404109839
51,229,0.05422026,-0.9918726901977812
52,237,-0.19429797,1.0822234964769564
53,16,-0.07110633,-0.8993643718681066
54,38,0.09553616,1.7861247801574525
55,55,0.21173857,1.4245590521786589
56,66,0.10258277,1.8236567131864034
57,67,0.10258277,0.9533334741636371
58,68,-0.07110633,-0.3587087877693655
59,75,-0.07110633,2.5427796072760303
60,82,-0.07110633,-0.2907731542656291
61,86,-0.07110633,-0.9065504077207622
62,90,0.10258277,-0.7888924219388818
63,101,0.018434882,0.16745162642799089
64,124,0.018434882,-0.14929960998564792
65,127,0.018434882,1.843353777074698
66,137,-0.07110633,-0.41550593380713513
67,141,0.025481492,0.43237187002347527
68,142,0.03804949,-0.47335212913706054
69,150,0.03804949,-0.7355305865538766
70,183,-0.07110633,-0.35365686964901866
71,206,-0.058538333,-1.058495197939488
72,212,-0.07110633,-1.1203412117409965
73,227,-0.07110633,0.21629303955465426
74,230,-0.07815294,-0.43058126618766646
75,243,-0.07110633,-0.8473891202039502
76,248,0.10258277,-0.9493022682914124
77,250,-0.07110633,-0.5826305071394274
78,254,0.10258277,-0.3594763697220548
79,2,-0.28277016,0.6943353012802141
80,5,-0.10386169,-0.21213150767596595
81,12,0.0036557317,-0.33988322898939477
82,29,-0.31247926,0.010042443688525448
83,31,-0.28932166,-0.24582803933220249
84,56,0.17294389,1.59007654800969
85,65,-0.029351473,-0.22294909378983815
86,69,-0.09561515,-0.8360208535953176
87,85,0.3427165,-0.6205237107839473
88,92,-0.14263505,2.0852654733412406
89,115,0.1896143,-0.41019612626097796
90,117,0.20255819,-1.1203412117409965
91,144,0.36472708,3.1138399374120422
92,147,0.06305212,-0.9223346794278088
93,154,0.12347984,-1.0537519269870634
94,155,-0.012089193,0.03703391741990914
95,164,-0.06312621,2.4150469458952437
96,176,0.108783126,1.9214435393338951
97,184,0.0091302395,0.5138464633705004
98,196,-0.080705404,0.25894610885893204
99,225,-0.1708523,-1.064733580080257
100,232,0.05965376,0.08928991220364543
101,238,0.17762583,0.9289302615872989
102,245,-0.15346813,-0.6578730876437585
103,247,0.13187432,2.1332076883421984
104,251,-0.038369298,0.07091236256008773
105,22,-0.05942154,-0.8481114983657103
106,26,0.021657482,-1.1203412117409965
107,28,-0.0389283,-0.6079880209029019
108,35,0.004247427,-0.981836829907097
109,41,-0.05942154,-0.7943887137077347
110,42,0.01816547,0.09507580080009467
111,51,0.19237776,-0.4217458699031574
112,76,0.18242726,1.4596611219729059
113,78,-0.00097191334,1.7888570507582744
114,93,0.14515534,-0.42858762792870664
115,95,0.08456296,-1.0454012400414279
116,108,0.25247103,0.09021706713543315
117,112,0.002452314,-1.033049123115058
118,118,-0.0389283,-0.6551138674300742
