,test_index,y_pred,y_true
0,0,-0.94896454,-0.27658395238180405
1,2,0.23394465,-0.39280836852211354
2,9,-0.19411755,-1.3226036976445894
3,11,-0.029726446,-0.6252572008027325
4,22,-0.41930163,-1.4678842178199762
5,30,-1.121916,-0.9158182411535062
6,33,-0.85578495,-0.8286499290482741
7,63,-0.43344665,-0.8286499290482741
8,68,-1.1698813,-1.1482670734341252
9,70,-0.479235,-0.9448743451885835
10,72,-0.73057157,-1.0320426572938157
11,73,-0.5365979,-1.0320426572938157
12,76,-0.57715625,-1.0320426572938157
13,77,-0.9716211,-1.0320426572938157
14,84,-1.0893321,-0.9448743451885835
15,93,-0.35064793,-1.0320426572938157
16,101,0.3549104,3.21014853182748
17,104,-0.27283895,0.013977087968969652
18,124,0.7671868,0.7694357928809813
19,155,-0.63805896,-0.4799766806273456
20,173,-0.64283675,0.21736981621451124
21,185,-0.78853637,-0.8286499290482741
22,194,-0.55756956,-0.9448743451885835
23,209,-0.91917294,-0.5962010967676551
24,211,0.9644725,-0.5962010967676551
25,280,-0.8321541,-1.1482670734341252
26,316,0.029390216,0.30453812831974336
27,333,1.0657694,0.5369869606003623
28,334,1.0578986,1.0309407291966777
29,336,0.73336005,1.0599968332317549
30,356,0.65469694,0.7113235848108265
31,362,0.63960624,0.7113235848108265
32,375,0.51936686,0.8566041049862133
33,378,0.605533,0.7984918969160586
34,395,-0.57232434,-0.24752784834672667
35,402,-0.9416215,-0.18941564027657193
36,407,-0.4011776,-0.18941564027657193
37,409,-0.27840722,-0.2184717443116493
38,410,-0.5920071,-0.18941564027657193
39,416,1.5706296,2.018848266389308
40,420,0.8143529,1.0890529372668323
41,434,0.30579734,0.9728285211265228
42,441,-0.2901255,-0.1313034322064172
43,451,0.22116014,-0.3637522644870361
44,462,0.6027652,0.7403796888459039
45,485,-0.42975765,-0.16035953624149457
46,486,0.2620996,0.13020150410927914
47,491,-0.06314808,0.47887475253020756
48,492,-0.77123946,0.9437724170914454
49,496,-0.58050627,0.10114540007420175
50,498,0.76723355,0.6241552727055945
51,15,-0.83203137,-1.2354353855393572
52,18,0.019209981,-1.293547593609512
53,39,-0.9225948,-0.8577060330833515
54,46,-0.66830957,-0.9158182411535062
55,55,-1.0505259,-0.9739304492236609
56,69,-1.0193182,-1.1482670734341252
57,75,-0.988536,-1.0320426572938157
58,78,-0.8399389,-1.0320426572938157
59,79,-0.9827769,-1.0901548653639703
60,82,-0.7986876,-1.061098761328893
61,86,-0.4262221,-0.9448743451885835
62,90,-0.017922044,-0.27658395238180405
63,131,-0.5519594,-0.7705377209781193
64,148,-0.180058,-0.9158182411535062
65,154,-0.648273,-0.04413512010118509
66,172,-0.09618431,-1.4678842178199762
67,180,0.08685142,-0.18941564027657193
68,182,-0.9589499,-1.0029865532587383
69,193,0.18653369,0.13020150410927914
70,204,-0.3078971,0.04303319200404702
71,238,1.3158538,1.379613977617606
72,249,1.0920458,1.4667822897228382
73,262,0.064781725,0.2464259202495886
74,268,0.9403133,0.7403796888459039
75,277,1.1639132,1.786399434108689
76,278,1.2069707,1.4958383937579154
77,290,-0.14182067,-0.1313034322064172
78,304,-0.43295956,-0.16035953624149457
79,312,-0.24806595,0.3626503363898981
80,317,1.1192025,1.4086700816526834
81,321,0.8630911,0.9728285211265228
82,323,0.85228026,0.9728285211265228
83,324,0.5640894,0.9147163130563681
84,341,0.6913023,1.0890529372668323
85,347,0.61683017,0.5079308565652849
86,352,0.84262747,1.2343334574422191
87,382,0.8369725,0.5369869606003623
88,392,-0.49277902,-0.27658395238180405
89,411,-0.5885389,-0.24752784834672667
90,415,0.043970406,-0.2184717443116493
91,432,0.01132977,0.0720892960391244
92,439,0.7728127,1.4086700816526834
93,452,0.9520576,1.0599968332317549
94,453,-0.1681788,1.1762212493720645
95,456,0.31629324,-0.04413512010118509
96,473,0.7885249,0.6822674807757492
97,478,-0.3470657,-0.8286499290482741
98,484,-0.5237043,-0.4218644725571909
99,490,-0.5005208,0.4498186484951302
100,495,-0.6982379,-0.5671449927325777
101,5,-0.28344822,-3.007857731679077
102,17,-0.5337599,-0.9739304492236609
103,19,-0.49381828,-1.0029865532587383
104,23,-0.9779951,-1.1773231774692026
105,24,0.12159838,-0.07319122413626246
106,25,-0.86285895,-1.1192109693990477
107,31,-0.67883474,-0.8286499290482741
108,42,-0.92777246,-0.8577060330833515
109,56,-0.4660719,-0.9739304492236609
110,57,-1.054739,-0.9739304492236609
111,66,-1.04932,-0.9739304492236609
112,94,0.20297748,2.716194763231165
113,113,-0.24743634,0.10114540007420175
114,117,-0.9333156,0.013977087968969652
115,126,-0.7417688,-0.015079016066107717
116,132,-0.32903403,-0.7124255129079645
117,137,-0.051987648,-0.45092057659226825
118,140,-1.0791657,-0.7414816169430419
119,153,-0.0040545166,-0.33469616045195877
120,176,0.0043406487,-0.1313034322064172
121,192,0.32075512,1.5830067058631476
122,203,0.7834056,0.827548000951136
123,208,-0.6686152,-0.8286499290482741
124,220,-0.9380818,-0.9448743451885835
125,222,-0.5420456,-0.7124255129079645
126,227,-0.97079605,-1.0901548653639703
127,229,-1.001087,-0.9739304492236609
128,231,-1.1204221,-0.9158182411535062
129,237,1.5537424,1.3505578735825285
130,247,0.75285804,0.827548000951136
131,253,0.4069082,-0.015079016066107717
132,261,0.23368602,0.6241552727055945
133,265,0.10530907,-0.8286499290482741
134,266,1.7960069,2.2803532027050046
135,271,-0.06347191,-0.10224732817133983
136,281,0.49676612,1.0599968332317549
137,301,-0.093108416,-0.45092057659226825
138,320,0.63808775,0.9437724170914454
139,322,0.3784498,0.9728285211265228
140,329,0.10763249,0.827548000951136
141,331,1.34673,1.0890529372668323
142,332,1.0991924,1.0599968332317549
143,335,0.9378979,1.0890529372668323
144,386,-0.36799008,1.147165145336987
145,418,0.80406207,0.8566041049862133
146,424,-0.71007377,-0.7995938250131966
147,430,1.4995673,1.2633895614772965
148,465,0.4209605,0.27548202428466595
149,471,0.48946533,-0.18941564027657193
150,480,-0.1990278,-0.45092057659226825
151,3,-0.40414584,-1.293547593609512
152,7,0.18387794,-1.9327818823812142
153,16,-0.696282,-1.7875013622058271
154,26,-0.49984157,-0.9448743451885835
155,29,-0.83085227,-0.6833694088728872
156,37,-0.6194302,-0.8577060330833515
157,45,-1.2040075,-0.8577060330833515
158,60,-0.53501713,-0.9739304492236609
159,67,-0.61069,-0.9739304492236609
160,92,-0.14579964,-0.3056400564168814
161,108,-0.84553325,-0.4799766806273456
162,109,-0.9191998,-0.509032784662423
163,110,-0.4378202,-0.18941564027657193
164,114,-0.08009255,-1.6712769460655177
165,116,-0.85170424,-1.3226036976445894
166,118,-0.12062001,0.21736981621451124
167,141,-1.1459373,-0.8286499290482741
168,144,-0.29369843,-0.18941564027657193
