,test_index,y_pred,y_true
0,12,-0.4955868571942471,-0.7469219787168193
1,26,1.9464666402679445,1.985984233471191
2,45,-0.13253122159241745,-0.804578227919098
3,64,-0.193790986369838,-0.9343047886242252
4,66,-0.006529254585757348,0.3716092558073876
5,67,-0.7206941509547041,-0.6690860422937431
6,69,-0.5423749034218958,-0.44710948286497
7,84,-0.3076217191698969,-0.7065626042752242
8,85,-0.40281795222778,-0.2914376100188175
9,104,-0.5486882627095452,-0.49611729468690696
10,105,-0.5719237311380634,-0.6633204173735151
11,115,-0.317648140906173,-0.6921485419746545
12,123,-0.20890845491067522,-0.8276407276000095
13,133,-0.4420703266846918,0.5157498788130843
14,4,-0.1317816903527876,-0.8305235400601234
15,16,-0.3346509687959263,-0.34909385922109626
16,18,-0.4802791230310398,-0.18765636145471581
17,19,0.24344517945564095,-0.7325079164162497
18,27,-0.4368582017568054,-0.39810167104303323
19,31,-0.27259554777951334,0.41773425516921037
20,36,0.40684298969490146,0.36584363088715965
21,42,-0.5552322469940038,-0.9054766640230858
22,56,1.431331116145267,1.985984233471191
23,89,-0.27377750088816016,-0.020453238768107656
24,100,0.7190746416249182,-0.6662032298336291
25,109,-0.37204681202852335,-0.8478204148208071
26,125,-0.4670412482141983,-0.8910626017225161
27,132,-0.621029558583645,-0.7930469780786422
28,0,-0.3281819376354296,-0.3289141720002986
29,10,-0.3719603276547197,0.4725076919113753
30,11,-0.4974549196684011,-0.9573672883051366
31,24,-0.22826942339280235,-0.8680001020416046
32,40,-0.6777056515494849,-0.6633204173735151
33,51,0.4158892551947363,1.985984233471191
34,62,-0.4046341240776511,-0.7815157282381865
35,76,1.3102241646958797,1.2335701813814544
36,78,0.44179997358624007,0.5676405030951351
37,98,0.2409659607399436,-0.18189073653448806
38,101,-0.08935245656483086,-0.42116417072394463
39,114,-0.5069566695369354,-0.8132266652994399
40,117,-0.4299106237279306,-0.9775469755259343
41,130,-0.37865998381202454,-0.6979141668948824
42,15,1.2991772273487254,-0.3635079215216659
43,22,1.8428295323268484,1.985984233471191
44,30,-0.5631484500094771,-0.9112422889433136
45,39,-0.6698182766586132,-0.7699844783977309
46,44,-0.2972205318138058,0.6541248768985531
47,47,-0.29355935998946037,-0.9516016633849087
48,55,1.4173725382133955,1.985984233471191
49,60,-0.07546306613200172,-0.6431407301527177
50,73,-0.6308541834477134,-0.3289141720002986
51,80,-0.5641862624951179,-0.20783604867551345
52,86,0.33342928758563783,1.985984233471191
53,93,1.351696304747079,1.985984233471191
54,97,1.0799624022567405,1.985984233471191
55,122,-0.13393226844803316,-0.8881797892624022
56,5,1.567244192389797,1.985984233471191
57,9,-0.2586369698476405,-0.539359481588616
58,25,1.7611075647075394,1.985984233471191
59,28,0.7398597194623407,1.06924987115496
60,33,-0.3527089060460799,-0.937187601084339
61,49,-0.1348432371854284,-0.7469219787168193
62,53,-0.5803761372711167,-0.15594542439346248
63,65,-0.5432512784097703,-0.7267422914960218
64,68,-0.2455086419042822,-0.7296251039561357
65,77,1.0622158087522795,1.985984233471191
66,82,0.1467729464181813,0.8818670612475542
67,83,0.03948619790258131,-0.4326954205644003
68,108,-0.4695781231790984,-0.5653047937296414
69,127,-0.5635578093788126,-0.6979141668948824
